Latitude and Longitude,Class of Land,RVI,mean_rvi,min_rvi,max_rvi,std_rvi,Predicted Class
"(10.32009321644422, 105.23210276491787)",Rice,"<xarray.DataArray (time: 45)>
array([0.8453252 , 1.0468563 , 0.21294469, 0.2721664 , 0.31560257,
       0.7259264 , 0.1967851 , 0.23527673, 0.32956117, 0.46980193,
       0.93057877, 0.62571985, 1.1427045 , 0.9903045 , 0.9008815 ,
       0.806829  , 0.79688084, 0.86416477, 0.9780383 , 0.7129056 ,
       0.9976939 , 0.74903184, 0.7417824 , 0.7088158 , 0.8852974 ,
       0.12128988, 0.09429959, 0.54498065, 0.504846  , 0.84803766,
       0.81568867, 0.90927035, 0.9293386 , 0.9391797 , 1.0444522 ,
       0.8925839 , 1.1940469 , 0.7702567 , 1.1727821 , 1.0264835 ,
       0.6475382 , 0.41901368, 0.73890036, 0.2187696 , 0.24776402],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.70136446, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09429959)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.19404685)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30580083)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.322364360592521, 105.27797987671151)",Rice,"<xarray.DataArray (time: 45)>
array([0.97178507, 0.5434237 , 0.6730459 , 0.49946198, 0.5604519 ,
       0.70503646, 0.27213323, 0.25881585, 0.4692695 , 0.45514402,
       0.6911633 , 0.31153896, 1.1606382 , 1.3543519 , 0.7936315 ,
       1.1448629 , 0.77020484, 0.46035588, 1.1898887 , 0.9740629 ,
       0.54418343, 0.525631  , 0.72266823, 0.6621595 , 0.98747647,
       0.16314451, 0.20474471, 0.5703076 , 0.3814258 , 0.5178038 ,
       0.6906159 , 1.1716053 , 0.68834823, 1.067984  , 0.77400756,
       0.563534  , 1.0624883 , 0.77508974, 1.0291063 , 0.78375673,
       0.7402682 , 0.6939948 , 0.42749166, 0.21821894, 0.11040272],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6741272, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11040272)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.35435188)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.3021962)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.32327281825184, 105.27752564788187)",Rice,"<xarray.DataArray (time: 45)>
array([0.60779256, 0.62097734, 0.58287066, 0.60640925, 0.36962262,
       0.4138268 , 0.12830676, 0.15827164, 0.47472143, 0.49107143,
       0.30448496, 0.34348127, 1.1681107 , 0.8873419 , 0.9780726 ,
       0.83972263, 0.90678185, 0.99006104, 1.0430267 , 0.6605213 ,
       0.7625519 , 0.48264173, 0.6372095 , 0.439445  , 0.7111447 ,
       0.10717037, 0.10958697, 0.8768073 , 0.762824  , 0.60106355,
       0.6878229 , 1.2445546 , 0.91248083, 0.9874289 , 0.9186787 ,
       1.1437474 , 1.0907303 , 0.9068964 , 0.9406329 , 0.63840175,
       1.006112  , 0.40019122, 0.69555956, 0.15454486, 0.1772054 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6660202, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10717037)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.24455464)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30986351)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.324635504740822, 105.2652614694816)",Rice,"<xarray.DataArray (time: 45)>
array([0.5209026 , 0.4994073 , 0.39728057, 0.46040943, 0.4974491 ,
       0.49717182, 0.56594825, 0.37172064, 0.19534205, 0.23065525,
       0.61934906, 0.5397782 , 1.0680753 , 0.95591694, 0.8305086 ,
       1.1076908 , 0.8769377 , 0.7277417 , 1.0085917 , 0.7616632 ,
       0.78335327, 0.69828826, 0.6058216 , 0.6523922 , 0.6450665 ,
       0.07861935, 0.17498468, 0.3475961 , 0.6726176 , 1.0224267 ,
       0.9052333 , 1.0194882 , 1.0145851 , 0.97001   , 1.0484139 ,
       0.5050249 , 1.1713934 , 0.79744434, 0.49318278, 0.69571835,
       0.36466125, 0.65684533, 0.7146447 , 0.2348904 , 0.19215073],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.64883095, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.07861935)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.17139339)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.28222898)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.320547445273881, 105.2266520189622)",Rice,"<xarray.DataArray (time: 45)>
array([0.53926635, 0.7855101 , 0.8698201 , 0.3773643 , 0.5704018 ,
       0.32068145, 0.72164476, 0.51707214, 0.17477672, 0.25873363,
       0.28885376, 0.23473004, 0.84341323, 0.564714  , 1.048943  ,
       1.121768  , 0.9824479 , 0.7388477 , 1.033422  , 0.81496143,
       1.0575765 , 0.6872744 , 0.8833331 , 0.48677492, 0.7117238 ,
       0.31320378, 0.67471623, 0.23151343, 0.23138843, 0.97987413,
       0.83743805, 1.1129861 , 1.0310844 , 1.1561748 , 0.905666  ,
       1.1538733 , 0.8938442 , 0.7480497 , 0.53772485, 0.8316319 ,
       0.36470136, 0.57706773, 0.48765832, 0.611732  , 0.78146285],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6910188, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.17477672)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.15617478)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.28512353)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.323727047081501, 105.2652614694816)",Rice,"<xarray.DataArray (time: 45)>
array([0.6365443 , 0.8536974 , 0.98032594, 0.34050643, 0.38091075,
       0.84676886, 0.74052143, 0.76500607, 0.13885258, 0.12204646,
       0.73094076, 0.1444977 , 0.9378711 , 1.2224135 , 0.9337313 ,
       1.0337231 , 0.68729967, 0.7445093 , 1.0859721 , 0.5038959 ,
       0.45264283, 0.40656143, 0.9134731 , 0.45713577, 0.598744  ,
       0.10735602, 0.11246925, 0.70965177, 0.5427186 , 0.82754534,
       0.60961664, 0.9462695 , 0.8993221 , 0.7078776 , 0.93222433,
       0.76681393, 1.0120678 , 0.4472447 , 0.7564449 , 0.88077   ,
       1.0036706 , 0.6758331 , 1.1036698 , 0.1302351 , 0.16161744],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6664891, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10735602)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.22241354)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30520231)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.325089733570481, 105.23528236672536)",Rice,"<xarray.DataArray (time: 45)>
array([0.7380806 , 0.5128818 , 0.91185796, 0.42372423, 0.7194773 ,
       0.38986948, 0.52064145, 1.1358101 , 0.14284845, 0.15997323,
       0.4107327 , 0.2970047 , 0.86520904, 0.98802054, 1.2871243 ,
       1.2146347 , 0.82815593, 0.6432491 , 1.1811901 , 0.9665677 ,
       1.0521322 , 0.8418041 , 0.6522545 , 0.40280727, 0.33169273,
       0.15690081, 0.2995844 , 0.31120113, 0.49243906, 0.7575994 ,
       0.75367   , 1.1465598 , 1.1421891 , 1.0047345 , 0.98355925,
       0.8080212 , 1.2139368 , 0.9634777 , 0.70498335, 0.5914337 ,
       0.4922353 , 0.5615915 , 0.48208985, 0.948062  , 0.64395314],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.71279925, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.14284845)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.28712428)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.3156994)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.324635504740822, 105.26798684245944)",Rice,"<xarray.DataArray (time: 45)>
array([0.62551266, 0.76256377, 0.5108094 , 0.2639959 , 0.24748196,
       0.64601594, 0.1398727 , 0.16413398, 0.21569283, 0.23964117,
       0.51088303, 0.3543047 , 1.2335303 , 1.1398592 , 0.8739583 ,
       0.9785227 , 0.79593194, 0.5342726 , 1.006729  , 0.773331  ,
       0.75984895, 0.8467975 , 0.77041256, 0.49001586, 0.7456268 ,
       0.15512809, 0.17680614, 0.5164418 , 0.36237973, 0.709629  ,
       1.0344678 , 1.1882496 , 0.99803203, 0.9630947 , 0.6601848 ,
       0.6699886 , 0.3598927 , 0.75939757, 0.66950375, 0.8243449 ,
       0.34861532, 0.30249363, 0.730512  , 0.33184254, 0.21516238],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6134647, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.1398727)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.23353028)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30276009)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.32281858942218, 105.26435301182232)",Rice,"<xarray.DataArray (time: 45)>
array([0.68898386, 0.2999127 , 0.5000028 , 0.48329708, 0.34044576,
       0.37774426, 0.5897289 , 0.24973801, 0.22373797, 0.23103872,
       0.8536728 , 0.3227783 , 0.6784745 , 0.76391107, 0.5832512 ,
       0.6945258 , 0.8216257 , 0.546069  , 0.8766602 , 0.9790632 ,
       0.66259056, 0.49984464, 0.21186012, 0.36319283, 0.2638447 ,
       0.41418144, 0.21913533, 0.6236787 , 0.8753958 , 0.91770947,
       0.49349403, 0.507313  , 0.72197497, 0.7962659 , 0.8643431 ,
       0.992618  , 0.75747776, 0.99235106, 0.8213548 , 0.7257003 ,
       0.9497838 , 0.4903283 , 0.54565877, 0.2981521 , 0.23144403],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.5854301, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.21186012)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.99261802)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.24407539)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.325089733570481, 105.26344455416304)",Rice,"<xarray.DataArray (time: 45)>
array([0.59616333, 0.5211935 , 0.7430951 , 0.3102597 , 0.3298478 ,
       1.125026  , 0.7744064 , 0.96785074, 0.09854297, 0.08011956,
       0.73374325, 0.7674249 , 0.93837684, 0.4137471 , 0.9603164 ,
       1.311682  , 0.93771553, 0.9205003 , 1.090483  , 0.6785051 ,
       1.1461105 , 0.86267954, 0.7331452 , 1.0571929 , 0.7572252 ,
       0.08290218, 0.29480106, 0.65338176, 0.50152165, 0.659913  ,
       0.55896986, 0.7257387 , 0.8274355 , 0.88046074, 1.0224903 ,
       0.74899936, 0.7673437 , 0.64991003, 0.41673052, 0.74559593,
       1.0964546 , 0.69736236, 0.9165597 , 0.16187307, 0.12598555],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6975508, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.08011956)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.31168199)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30606842)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.323727047081501, 105.24572962980707)",Rice,"<xarray.DataArray (time: 45)>
array([0.6223129 , 0.7239061 , 0.7164621 , 0.81238484, 0.7944458 ,
       0.40220395, 0.5561308 , 0.57157284, 0.1822572 , 0.37943327,
       0.95782465, 0.97326976, 1.0393975 , 1.2113562 , 1.1689444 ,
       1.0807176 , 0.8436572 , 1.102707  , 1.0322286 , 0.8609225 ,
       1.1458567 , 0.96043384, 0.78008354, 0.2846277 , 0.3850046 ,
       0.1328143 , 0.15014446, 0.26680306, 0.19210179, 1.0114738 ,
       0.8347535 , 1.2532035 , 0.9640029 , 0.7738549 , 0.9588847 ,
       0.92548627, 0.90637165, 0.7124837 , 0.43844032, 0.7960523 ,
       0.5008812 , 0.5978928 , 0.4588822 , 0.94833267, 1.0157007 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.7428157, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.1328143)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.25320351)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30778769)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.324635504740822, 105.2334654514068)",Rice,"<xarray.DataArray (time: 45)>
array([0.60922796, 0.65903425, 0.7689629 , 0.4669778 , 0.8464091 ,
       0.40263638, 0.7695708 , 0.9937094 , 0.09488918, 0.19147976,
       0.60767764, 0.55469304, 0.6721826 , 0.79492646, 1.06801   ,
       1.2439743 , 0.8346902 , 0.6215855 , 0.7399782 , 0.95493054,
       1.2268381 , 0.67663974, 0.675663  , 0.44095102, 0.49523333,
       0.09249385, 0.31593946, 0.30077916, 0.36097327, 0.7503233 ,
       0.51245767, 0.8025766 , 1.3590033 , 1.1563572 , 1.1157054 ,
       1.046257  , 0.94143414, 1.0789216 , 0.8417969 , 0.7362612 ,
       0.63758254, 0.5095415 , 0.42331877, 0.7810733 , 0.99101204],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.7147707, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09249385)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.35900331)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.2996251)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.325089733570481, 105.23164853608824)",Rice,"<xarray.DataArray (time: 45)>
array([0.60543925, 0.92548704, 0.8703822 , 0.61353505, 0.7559189 ,
       0.34731752, 0.583783  , 0.7951222 , 0.09918992, 0.11411642,
       0.7824293 , 0.69431335, 1.3004234 , 1.1400462 , 0.97689426,
       1.3468024 , 0.53229076, 0.90377855, 1.0624865 , 0.9605145 ,
       1.0600706 , 0.7584508 , 0.50836384, 0.42570615, 0.5398074 ,
       0.15000856, 0.13798296, 0.20944229, 0.76616085, 0.84562653,
       0.71828794, 0.92107236, 1.1083122 , 1.0836112 , 1.3488572 ,
       0.64152396, 1.2843395 , 1.066928  , 0.6662459 , 0.6127672 ,
       0.6675611 , 0.39513063, 0.2757111 , 0.7534178 , 0.516237  ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.73048645, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09918992)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.34885716)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.33239725)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.32327281825184, 105.26571569831123)",Rice,"<xarray.DataArray (time: 45)>
array([0.7305102 , 0.67821735, 0.646962  , 0.48471576, 0.39460224,
       0.86381036, 0.717391  , 0.6068259 , 0.07237539, 0.13796069,
       0.76254123, 0.2336551 , 0.9588715 , 0.97240776, 0.80054176,
       1.1917069 , 0.66987544, 0.69325095, 0.8663162 , 0.6030617 ,
       0.6108068 , 0.33652183, 1.0463908 , 0.48325807, 0.69550794,
       0.14276858, 0.21226367, 0.6847006 , 0.5164342 , 0.63029474,
       0.49884617, 1.209377  , 0.8024004 , 0.97350854, 0.98662704,
       0.6643468 , 1.2767658 , 0.6310157 , 0.75049764, 1.0256552 ,
       0.95489436, 0.5231516 , 0.8511095 , 0.25743857, 0.12614156],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.66614056, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.07237539)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.27676582)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.29603022)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.31963898761456, 105.23074007842897)",Rice,"<xarray.DataArray (time: 45)>
array([0.9652348 , 0.5718274 , 0.6521129 , 0.14215808, 0.23981632,
       0.635529  , 0.11089376, 0.17455985, 0.47005948, 0.57749677,
       0.59915787, 0.63871664, 0.9182373 , 1.024638  , 0.8072656 ,
       1.2422781 , 0.60957986, 0.94128793, 0.61767095, 0.78896385,
       0.8300711 , 0.85730624, 0.6631628 , 0.36370423, 0.9319029 ,
       0.10033059, 0.22018634, 0.70148385, 0.73415345, 0.7747681 ,
       0.545419  , 0.9440567 , 1.0157607 , 0.7637371 , 0.94331354,
       1.0427465 , 0.9902384 , 0.8615952 , 1.0937327 , 0.39819467,
       0.7819501 , 0.5119536 , 0.5590506 , 0.24732162, 0.22440735],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6628452, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10033059)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.2422781)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.2913025)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.320547445273881, 105.22983162076967)",Rice,"<xarray.DataArray (time: 45)>
array([0.5715093 , 0.9566582 , 0.6438947 , 0.28107753, 0.32973284,
       0.48556688, 0.6665958 , 0.6611224 , 0.08730941, 0.1346176 ,
       0.7545915 , 0.48302943, 0.8679618 , 1.1223674 , 0.70441943,
       1.0048904 , 0.5386788 , 0.74990886, 1.0819192 , 1.1426442 ,
       0.93342423, 0.5311511 , 0.5416832 , 0.8464922 , 0.37678185,
       0.06977407, 0.20119393, 0.8617988 , 0.68218255, 0.6316358 ,
       0.70749676, 0.78045106, 0.89571685, 0.874012  , 0.97928107,
       1.0725108 , 0.6863039 , 0.81532377, 0.34699264, 0.7613804 ,
       0.5832238 , 0.58314335, 0.2356427 , 0.23773867, 0.20891474],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.638061, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.06977407)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.14264417)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.28797224)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.32281858942218, 105.28115947851899)",Rice,"<xarray.DataArray (time: 45)>
array([0.42802942, 0.7782055 , 0.71495074, 0.30814198, 0.20220263,
       0.7194814 , 0.393773  , 0.24509633, 0.21186061, 0.21597278,
       0.27366018, 0.2641454 , 1.1274451 , 1.1320922 , 0.9135895 ,
       1.3866137 , 0.7578665 , 0.8802096 , 0.9172471 , 1.0871384 ,
       0.97149473, 0.53147554, 0.83002454, 0.62706435, 0.60741955,
       0.21739243, 0.25949064, 0.3769227 , 0.5391818 , 0.83489335,
       0.7247791 , 0.9977325 , 1.011747  , 1.2000334 , 1.1122957 ,
       1.0175389 , 1.13206   , 0.9536204 , 0.5003734 , 0.8066945 ,
       1.155168  , 0.8548977 , 0.7162113 , 0.171828  , 0.17592275],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.69519967, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.171828)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.38661373)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.3415089)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.321910131762861, 105.23028584959931)",Rice,"<xarray.DataArray (time: 45)>
array([0.44112203, 0.890808  , 0.5651782 , 0.35680762, 0.45338732,
       0.24216679, 0.4167724 , 0.630369  , 0.09077925, 0.13767631,
       0.8139169 , 0.8347414 , 0.95196396, 0.9894103 , 1.3385663 ,
       1.1479682 , 0.8528219 , 0.89348   , 1.119099  , 0.8088086 ,
       1.2320807 , 0.6489306 , 0.6078803 , 0.49013266, 0.7809307 ,
       0.16763279, 0.14598006, 0.4995035 , 0.59182954, 0.71419823,
       0.72258925, 1.0970358 , 1.0218805 , 0.81048244, 1.0085926 ,
       1.1025879 , 1.0816038 , 0.77985716, 0.49877647, 0.70075554,
       0.3672385 , 0.6762653 , 0.26150224, 0.5738728 , 0.5217793 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.69066143, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09077925)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.3385663)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.31182823)
Coordinates:
    spatial_ref  int32 4326",Rice
